semester,hallticket,subject_code,subject_name,internal_marks,external_marks,total,cgpa,grade,credits
Semester 4,246BIA73046,CS304,Artificial Intelligence,34,37,71,7.0,B+,4
Semester 4,246BIA73047,CS101,Mathematics,49,32,81,8.9,A,4
Semester 4,246BIA73047,CS102,Physics,43,44,87,8.5,A,4
Semester 4,246BIA73047,CS103,Chemistry,27,29,56,5.6,C+,4
Semester 4,246BIA73047,CS201,Data Structures,42,49,91,8.8,A,4
Semester 4,246BIA73047,CS202,Operating Systems,49,36,85,8.8,A,4
Semester 4,246BIA73047,CS203,Database Systems,33,26,59,5.9,C+,4
Semester 4,246BIA73047,CS301,Machine Learning,28,40,68,6.1,B,4
Semester 4,246BIA73047,CS302,Computer Networks,38,39,77,7.7,B+,4
Semester 4,246BIA73047,CS303,Software Engineering,42,42,84,8.8,A,4
Semester 4,246BIA73047,CS304,Artificial Intelligence,47,31,78,8.0,A,4
Semester 4,246BIA73048,CS101,Mathematics,40,49,89,9.0,A+,4
Semester 4,246BIA73048,CS102,Physics,34,27,61,5.8,C+,4
Semester 4,246BIA73048,CS103,Chemistry,45,33,78,8.6,A,4
Semester 4,246BIA73048,CS201,Data Structures,48,28,76,8.4,A,4
Semester 4,246BIA73048,CS202,Operating Systems,37,44,81,8.0,A,4
Semester 4,246BIA73048,CS203,Database Systems,44,34,78,7.4,B+,4
Semester 4,246BIA73048,CS301,Machine Learning,48,33,81,7.8,B+,4
Semester 4,246BIA73048,CS302,Computer Networks,33,40,73,6.5,B,4
Semester 4,246BIA73048,CS303,Software Engineering,40,27,67,7.6,B+,4
Semester 4,246BIA73048,CS304,Artificial Intelligence,45,33,78,8.0,A,4
Semester 4,246BIA73049,CS101,Mathematics,45,28,73,6.4,B,4
Semester 4,246BIA73049,CS102,Physics,46,28,74,7.9,B+,4
Semester 4,246BIA73049,CS103,Chemistry,38,40,78,7.6,B+,4
Semester 4,246BIA73049,CS201,Data Structures,42,36,78,7.0,B+,4
Semester 4,246BIA73049,CS202,Operating Systems,38,44,82,8.4,A,4
Semester 4,246BIA73049,CS203,Database Systems,40,25,65,6.4,B,4
Semester 4,246BIA73049,CS301,Machine Learning,40,38,78,7.4,B+,4
Semester 4,246BIA73049,CS302,Computer Networks,28,39,67,6.7,B,4
Semester 4,246BIA73049,CS303,Software Engineering,48,35,83,9.1,A+,4
Semester 4,246BIA73049,CS304,Artificial Intelligence,35,36,71,6.9,B,4
Semester 4,246BIA73050,CS101,Mathematics,47,27,74,8.4,A,4
Semester 4,246BIA73050,CS102,Physics,33,40,73,8.3,A,4
Semester 4,246BIA73050,CS103,Chemistry,46,36,82,7.6,B+,4
Semester 4,246BIA73050,CS201,Data Structures,33,47,80,8.6,A,4
Semester 4,246BIA73050,CS202,Operating Systems,31,43,74,7.1,B+,4
Semester 4,246BIA73050,CS203,Database Systems,49,37,86,9.5,A+,4
Semester 4,246BIA73050,CS301,Machine Learning,44,50,94,10.0,A+,4
Semester 4,246BIA73050,CS302,Computer Networks,38,34,72,7.2,B+,4
Semester 4,246BIA73050,CS303,Software Engineering,46,27,73,7.9,B+,4
Semester 4,246BIA73050,CS304,Artificial Intelligence,27,41,68,7.7,B+,4
Semester 4,246BIA73051,CS101,Mathematics,28,49,77,7.7,B+,4
Semester 4,246BIA73051,CS102,Physics,37,25,62,6.5,B,4
Semester 4,246BIA73051,CS103,Chemistry,36,33,69,6.7,B,4
Semester 4,246BIA73051,CS201,Data Structures,46,34,80,8.3,A,4
Semester 4,246BIA73051,CS202,Operating Systems,33,34,67,7.2,B+,4
Semester 4,246BIA73051,CS203,Database Systems,47,47,94,8.9,A,4
Semester 4,246BIA73051,CS301,Machine Learning,41,34,75,7.8,B+,4
Semester 4,246BIA73051,CS302,Computer Networks,41,42,83,8.7,A,4
Semester 4,246BIA73051,CS303,Software Engineering,42,35,77,8.5,A,4
Semester 4,246BIA73051,CS304,Artificial Intelligence,48,35,83,7.5,B+,4
Semester 4,246BIA73052,CS101,Mathematics,48,50,98,9.2,A+,4
Semester 4,246BIA73052,CS102,Physics,28,35,63,6.0,B,4
Semester 4,246BIA73052,CS103,Chemistry,40,28,68,7.7,B+,4
Semester 4,246BIA73052,CS201,Data Structures,40,48,88,9.3,A+,4
Semester 4,246BIA73052,CS202,Operating Systems,32,32,64,5.6,C+,4
Semester 4,246BIA73052,CS203,Database Systems,33,27,60,5.4,C+,4
Semester 4,246BIA73052,CS301,Machine Learning,41,37,78,8.3,A,4
Semester 4,246BIA73052,CS302,Computer Networks,31,31,62,6.3,B,4
Semester 4,246BIA73052,CS303,Software Engineering,25,29,54,5.5,C+,4
Semester 4,246BIA73052,CS304,Artificial Intelligence,37,30,67,7.4,B+,4
Semester 4,246BIA73053,CS101,Mathematics,49,36,85,9.2,A+,4
Semester 4,246BIA73053,CS102,Physics,32,38,70,6.8,B,4
Semester 4,246BIA73053,CS103,Chemistry,39,34,73,8.1,A,4
Semester 4,246BIA73053,CS201,Data Structures,46,36,82,8.3,A,4
Semester 4,246BIA73053,CS202,Operating Systems,42,50,92,9.0,A+,4
Semester 4,246BIA73053,CS203,Database Systems,40,36,76,7.5,B+,4
Semester 4,246BIA73053,CS301,Machine Learning,46,26,72,7.6,B+,4
Semester 4,246BIA73053,CS302,Computer Networks,40,27,67,7.2,B+,4
Semester 4,246BIA73053,CS303,Software Engineering,43,40,83,7.5,B+,4
Semester 4,246BIA73053,CS304,Artificial Intelligence,48,37,85,9.4,A+,4
Semester 4,246BIA73054,CS101,Mathematics,33,46,79,8.8,A,4
Semester 4,246BIA73054,CS102,Physics,45,48,93,9.8,A+,4
Semester 4,246BIA73054,CS103,Chemistry,31,48,79,8.8,A,4
Semester 4,246BIA73054,CS201,Data Structures,37,49,86,7.9,B+,4
Semester 4,246BIA73054,CS202,Operating Systems,50,32,82,7.4,B+,4
Semester 4,246BIA73054,CS203,Database Systems,43,35,78,8.4,A,4
Semester 4,246BIA73054,CS301,Machine Learning,50,30,80,7.8,B+,4
Semester 4,246BIA73054,CS302,Computer Networks,34,45,79,8.9,A,4
Semester 4,246BIA73054,CS303,Software Engineering,33,40,73,6.7,B,4
Semester 4,246BIA73054,CS304,Artificial Intelligence,25,34,59,6.2,B,4
Semester 4,246BIA73055,CS101,Mathematics,30,50,80,7.7,B+,4
Semester 4,246BIA73055,CS102,Physics,37,40,77,7.2,B+,4
Semester 4,246BIA73055,CS103,Chemistry,40,26,66,7.1,B+,4
Semester 4,246BIA73055,CS201,Data Structures,29,40,69,6.6,B,4
Semester 4,246BIA73055,CS202,Operating Systems,42,43,85,9.2,A+,4
Semester 4,246BIA73055,CS203,Database Systems,36,31,67,5.7,C+,4
Semester 4,246BIA73055,CS301,Machine Learning,47,49,96,10.0,A+,4
Semester 4,246BIA73055,CS302,Computer Networks,43,48,91,8.8,A,4
Semester 4,246BIA73055,CS303,Software Engineering,39,37,76,8.5,A,4
Semester 4,246BIA73055,CS304,Artificial Intelligence,33,32,65,6.7,B,4
Semester 4,246BIA73056,CS101,Mathematics,49,48,97,9.4,A+,4
Semester 4,246BIA73056,CS102,Physics,26,31,57,5.5,C+,4
Semester 4,246BIA73056,CS103,Chemistry,43,34,77,8.2,A,4
Semester 4,246BIA73056,CS201,Data Structures,45,27,72,6.4,B,4
Semester 4,246BIA73056,CS202,Operating Systems,25,37,62,6.5,B,4
Semester 4,246BIA73056,CS203,Database Systems,33,29,62,7.1,B+,4
Semester 4,246BIA73056,CS301,Machine Learning,50,49,99,10.0,A+,4
Semester 4,246BIA73056,CS302,Computer Networks,38,25,63,7.1,B+,4
Semester 4,246BIA73056,CS303,Software Engineering,42,25,67,5.8,C+,4
Semester 4,246BIA73056,CS304,Artificial Intelligence,38,31,69,7.0,B+,4
Semester 4,246BIA73057,CS101,Mathematics,31,37,68,6.5,B,4
Semester 4,246BIA73057,CS102,Physics,50,28,78,7.6,B+,4
Semester 4,246BIA73057,CS103,Chemistry,32,29,61,6.4,B,4
Semester 4,246BIA73057,CS201,Data Structures,38,36,74,7.3,B+,4
Semester 4,246BIA73057,CS202,Operating Systems,39,35,74,7.6,B+,4
Semester 4,246BIA73057,CS203,Database Systems,32,43,75,8.2,A,4
Semester 4,246BIA73057,CS301,Machine Learning,46,29,75,7.6,B+,4
Semester 4,246BIA73057,CS302,Computer Networks,49,38,87,8.7,A,4
Semester 4,246BIA73057,CS303,Software Engineering,39,30,69,7.4,B+,4
Semester 4,246BIA73057,CS304,Artificial Intelligence,36,46,82,8.5,A,4
Semester 4,246BIA73058,CS101,Mathematics,27,48,75,7.2,B+,4
Semester 4,246BIA73058,CS102,Physics,42,40,82,7.4,B+,4
Semester 4,246BIA73058,CS103,Chemistry,26,34,60,5.5,C+,4
Semester 4,246BIA73058,CS201,Data Structures,26,37,63,6.6,B,4
Semester 4,246BIA73058,CS202,Operating Systems,40,49,89,9.6,A+,4
Semester 4,246BIA73058,CS203,Database Systems,49,34,83,8.2,A,4
Semester 4,246BIA73058,CS301,Machine Learning,48,44,92,9.6,A+,4
Semester 4,246BIA73058,CS302,Computer Networks,40,41,81,8.9,A,4
Semester 4,246BIA73058,CS303,Software Engineering,39,41,80,7.1,B+,4
Semester 4,246BIA73058,CS304,Artificial Intelligence,26,48,74,7.6,B+,4
Semester 4,246BIA73059,CS101,Mathematics,30,42,72,7.0,B+,4
Semester 4,246BIA73059,CS102,Physics,44,45,89,8.0,A,4
Semester 4,246BIA73059,CS103,Chemistry,48,30,78,8.1,A,4
Semester 4,246BIA73059,CS201,Data Structures,44,38,82,7.6,B+,4
Semester 4,246BIA73059,CS202,Operating Systems,49,47,96,9.8,A+,4
Semester 4,246BIA73059,CS203,Database Systems,29,41,70,6.8,B,4
Semester 4,246BIA73059,CS301,Machine Learning,50,39,89,8.1,A,4
Semester 4,246BIA73059,CS302,Computer Networks,35,32,67,7.3,B+,4
Semester 4,246BIA73059,CS303,Software Engineering,38,32,70,6.0,B,4
Semester 4,246BIA73059,CS304,Artificial Intelligence,26,36,62,6.8,B,4
Semester 4,246BIA73060,CS101,Mathematics,31,29,60,6.2,B,4
Semester 4,246BIA73060,CS102,Physics,50,26,76,8.5,A,4
Semester 4,246BIA73060,CS103,Chemistry,44,27,71,6.7,B,4
Semester 4,246BIA73060,CS201,Data Structures,29,36,65,6.0,B,4
Semester 4,246BIA73060,CS202,Operating Systems,41,36,77,8.0,A,4
Semester 4,246BIA73060,CS203,Database Systems,37,29,66,6.5,B,4
Semester 4,246BIA73060,CS301,Machine Learning,41,25,66,5.7,C+,4
Semester 4,246BIA73060,CS302,Computer Networks,43,46,89,9.0,A+,4
Semester 4,246BIA73060,CS303,Software Engineering,44,36,80,7.3,B+,4
Semester 4,246BIA73060,CS304,Artificial Intelligence,29,40,69,6.8,B,4
Semester 5,246BIA73001,CS101,Mathematics,44,39,83,9.2,A+,4
Semester 5,246BIA73001,CS102,Physics,41,40,81,9.1,A+,4
Semester 5,246BIA73001,CS103,Chemistry,31,43,74,6.5,B,4
Semester 5,246BIA73001,CS201,Data Structures,42,43,85,7.7,B+,4
Semester 5,246BIA73001,CS202,Operating Systems,42,39,81,7.2,B+,4
Semester 5,246BIA73001,CS203,Database Systems,33,49,82,7.5,B+,4
Semester 5,246BIA73001,CS301,Machine Learning,39,41,80,7.3,B+,4
Semester 5,246BIA73001,CS302,Computer Networks,38,48,86,8.5,A,4
Semester 5,246BIA73001,CS303,Software Engineering,49,43,92,8.7,A,4
Semester 5,246BIA73001,CS304,Artificial Intelligence,44,26,70,6.7,B,4
Semester 5,246BIA73002,CS101,Mathematics,39,45,84,9.0,A+,4
Semester 5,246BIA73002,CS102,Physics,41,47,88,8.6,A,4
Semester 5,246BIA73002,CS103,Chemistry,27,50,77,6.8,B,4
Semester 5,246BIA73002,CS201,Data Structures,27,49,76,7.2,B+,4
Semester 5,246BIA73002,CS202,Operating Systems,35,49,84,7.7,B+,4
Semester 5,246BIA73002,CS203,Database Systems,31,41,72,6.6,B,4
Semester 5,246BIA73002,CS301,Machine Learning,47,33,80,8.5,A,4
Semester 5,246BIA73002,CS302,Computer Networks,48,34,82,8.5,A,4
Semester 5,246BIA73002,CS303,Software Engineering,27,34,61,6.0,B,4
Semester 5,246BIA73002,CS304,Artificial Intelligence,44,29,73,6.6,B,4
Semester 5,246BIA73003,CS101,Mathematics,49,28,77,8.5,A,4
Semester 5,246BIA73003,CS102,Physics,40,43,83,8.5,A,4
Semester 5,246BIA73003,CS103,Chemistry,37,26,63,5.9,C+,4
Semester 5,246BIA73003,CS201,Data Structures,36,27,63,6.0,B,4
Semester 5,246BIA73003,CS202,Operating Systems,28,35,63,6.0,B,4
Semester 5,246BIA73003,CS203,Database Systems,33,42,75,6.8,B,4
Semester 5,246BIA73003,CS301,Machine Learning,50,27,77,7.2,B+,4
Semester 5,246BIA73003,CS302,Computer Networks,34,49,83,8.7,A,4
Semester 5,246BIA73003,CS303,Software Engineering,50,39,89,8.1,A,4
Semester 5,246BIA73003,CS304,Artificial Intelligence,35,28,63,6.7,B,4
Semester 5,246BIA73004,CS101,Mathematics,45,28,73,6.5,B,4
Semester 5,246BIA73004,CS102,Physics,49,47,96,10.0,A+,4
Semester 5,246BIA73004,CS103,Chemistry,35,36,71,6.5,B,4
Semester 5,246BIA73004,CS201,Data Structures,41,48,89,9.5,A+,4
Semester 5,246BIA73004,CS202,Operating Systems,41,25,66,6.5,B,4
Semester 5,246BIA73004,CS203,Database Systems,43,49,92,9.6,A+,4
Semester 5,246BIA73004,CS301,Machine Learning,45,32,77,7.1,B+,4
Semester 5,246BIA73004,CS302,Computer Networks,43,33,76,7.0,B+,4
Semester 5,246BIA73004,CS303,Software Engineering,32,33,65,5.7,C+,4
Semester 5,246BIA73004,CS304,Artificial Intelligence,43,37,80,8.0,A,4
Semester 5,246BIA73005,CS101,Mathematics,26,28,54,6.2,B,4
Semester 5,246BIA73005,CS102,Physics,31,26,57,6.6,B,4
Semester 5,246BIA73005,CS103,Chemistry,33,31,64,5.5,C+,4
Semester 5,246BIA73005,CS201,Data Structures,38,50,88,9.8,A+,4
Semester 5,246BIA73005,CS202,Operating Systems,40,27,67,7.0,B+,4
Semester 5,246BIA73005,CS203,Database Systems,47,49,96,9.0,A+,4
Semester 5,246BIA73005,CS301,Machine Learning,43,39,82,7.8,B+,4
Semester 5,246BIA73005,CS302,Computer Networks,41,44,85,8.2,A,4
Semester 5,246BIA73005,CS303,Software Engineering,27,34,61,6.5,B,4
Semester 5,246BIA73005,CS304,Artificial Intelligence,25,46,71,6.4,B,4
Semester 5,246BIA73006,CS101,Mathematics,50,28,78,8.0,A,4
Semester 5,246BIA73006,CS102,Physics,37,34,71,8.1,A,4
Semester 5,246BIA73006,CS103,Chemistry,40,29,69,7.3,B+,4
Semester 5,246BIA73006,CS201,Data Structures,41,36,77,8.1,A,4
Semester 5,246BIA73006,CS202,Operating Systems,45,38,83,7.5,B+,4
Semester 5,246BIA73006,CS203,Database Systems,36,49,85,8.2,A,4
Semester 5,246BIA73006,CS301,Machine Learning,38,48,86,9.0,A+,4
Semester 5,246BIA73006,CS302,Computer Networks,49,41,90,9.2,A+,4
Semester 5,246BIA73006,CS303,Software Engineering,33,50,83,7.3,B+,4
Semester 5,246BIA73006,CS304,Artificial Intelligence,37,31,68,7.8,B+,4
Semester 5,246BIA73007,CS101,Mathematics,27,30,57,6.4,B,4
Semester 5,246BIA73007,CS102,Physics,47,44,91,9.7,A+,4
Semester 5,246BIA73007,CS103,Chemistry,46,49,95,9.9,A+,4
Semester 5,246BIA73007,CS201,Data Structures,31,49,80,8.7,A,4
Semester 5,246BIA73007,CS202,Operating Systems,41,37,78,8.3,A,4
Semester 5,246BIA73007,CS203,Database Systems,31,36,67,7.5,B+,4
Semester 5,246BIA73007,CS301,Machine Learning,44,45,89,9.3,A+,4
Semester 5,246BIA73007,CS302,Computer Networks,39,34,73,6.6,B,4
Semester 5,246BIA73007,CS303,Software Engineering,43,39,82,8.8,A,4
Semester 5,246BIA73007,CS304,Artificial Intelligence,38,32,70,6.3,B,4
Semester 5,246BIA73008,CS101,Mathematics,29,45,74,6.7,B,4
Semester 5,246BIA73008,CS102,Physics,38,37,75,7.4,B+,4
Semester 5,246BIA73008,CS103,Chemistry,49,36,85,9.1,A+,4
Semester 5,246BIA73008,CS201,Data Structures,47,45,92,8.9,A,4
Semester 5,246BIA73008,CS202,Operating Systems,33,34,67,6.6,B,4
Semester 5,246BIA73008,CS203,Database Systems,33,41,74,6.6,B,4
Semester 5,246BIA73008,CS301,Machine Learning,31,40,71,7.0,B+,4
Semester 5,246BIA73008,CS302,Computer Networks,46,36,82,7.8,B+,4
Semester 5,246BIA73008,CS303,Software Engineering,30,42,72,7.2,B+,4
Semester 5,246BIA73008,CS304,Artificial Intelligence,47,37,84,7.4,B+,4
Semester 5,246BIA73009,CS101,Mathematics,39,27,66,5.8,C+,4
Semester 5,246BIA73009,CS102,Physics,31,26,57,5.9,C+,4
Semester 5,246BIA73009,CS103,Chemistry,25,44,69,6.1,B,4
Semester 5,246BIA73009,CS201,Data Structures,38,35,73,7.1,B+,4
Semester 5,246BIA73009,CS202,Operating Systems,37,45,82,7.7,B+,4
Semester 5,246BIA73009,CS203,Database Systems,43,38,81,7.5,B+,4
Semester 5,246BIA73009,CS301,Machine Learning,38,44,82,9.2,A+,4
Semester 5,246BIA73009,CS302,Computer Networks,37,26,63,5.8,C+,4
Semester 5,246BIA73009,CS303,Software Engineering,37,25,62,6.5,B,4
Semester 5,246BIA73009,CS304,Artificial Intelligence,46,47,93,9.2,A+,4
Semester 5,246BIA73010,CS101,Mathematics,45,40,85,8.1,A,4
Semester 5,246BIA73010,CS102,Physics,43,39,82,8.4,A,4
Semester 5,246BIA73010,CS103,Chemistry,29,47,76,6.6,B,4
Semester 5,246BIA73010,CS201,Data Structures,47,50,97,9.1,A+,4
Semester 5,246BIA73010,CS202,Operating Systems,40,38,78,8.3,A,4
Semester 5,246BIA73010,CS203,Database Systems,41,37,78,8.6,A,4
Semester 5,246BIA73010,CS301,Machine Learning,35,49,84,9.2,A+,4
Semester 5,246BIA73010,CS302,Computer Networks,38,37,75,6.9,B,4
Semester 5,246BIA73010,CS303,Software Engineering,47,42,89,8.7,A,4
Semester 5,246BIA73010,CS304,Artificial Intelligence,28,48,76,6.7,B,4
Semester 5,246BIA73011,CS101,Mathematics,30,32,62,5.9,C+,4
Semester 5,246BIA73011,CS102,Physics,30,47,77,8.1,A,4
Semester 5,246BIA73011,CS103,Chemistry,42,40,82,8.9,A,4
Semester 5,246BIA73011,CS201,Data Structures,48,48,96,9.1,A+,4
Semester 5,246BIA73011,CS202,Operating Systems,31,33,64,6.8,B,4
Semester 5,246BIA73011,CS203,Database Systems,30,33,63,5.8,C+,4
Semester 5,246BIA73011,CS301,Machine Learning,27,36,63,7.0,B+,4
Semester 5,246BIA73011,CS302,Computer Networks,42,46,88,7.8,B+,4
Semester 5,246BIA73011,CS303,Software Engineering,27,36,63,7.0,B+,4
Semester 5,246BIA73011,CS304,Artificial Intelligence,32,49,81,7.4,B+,4
Semester 5,246BIA73012,CS101,Mathematics,33,25,58,5.3,C+,4
Semester 5,246BIA73012,CS102,Physics,36,36,72,6.3,B,4
Semester 5,246BIA73012,CS103,Chemistry,34,31,65,7.3,B+,4
Semester 5,246BIA73012,CS201,Data Structures,50,31,81,8.7,A,4
Semester 5,246BIA73012,CS202,Operating Systems,26,30,56,5.6,C+,4
Semester 5,246BIA73012,CS203,Database Systems,43,37,80,8.5,A,4
Semester 5,246BIA73012,CS301,Machine Learning,29,40,69,6.0,B,4
Semester 5,246BIA73012,CS302,Computer Networks,38,31,69,7.3,B+,4
Semester 5,246BIA73012,CS303,Software Engineering,43,37,80,8.4,A,4
Semester 5,246BIA73012,CS304,Artificial Intelligence,50,45,95,8.6,A,4
Semester 5,246BIA73013,CS101,Mathematics,31,45,76,7.7,B+,4
Semester 5,246BIA73013,CS102,Physics,41,45,86,9.4,A+,4
Semester 5,246BIA73013,CS103,Chemistry,28,34,62,5.5,C+,4
Semester 5,246BIA73013,CS201,Data Structures,34,40,74,8.3,A,4
Semester 5,246BIA73013,CS202,Operating Systems,34,50,84,9.2,A+,4
Semester 5,246BIA73013,CS203,Database Systems,35,34,69,7.1,B+,4
Semester 5,246BIA73013,CS301,Machine Learning,36,42,78,7.1,B+,4
Semester 5,246BIA73013,CS302,Computer Networks,39,50,89,9.9,A+,4
Semester 5,246BIA73013,CS303,Software Engineering,43,27,70,6.2,B,4
Semester 5,246BIA73013,CS304,Artificial Intelligence,47,28,75,6.7,B,4
Semester 5,246BIA73014,CS101,Mathematics,48,42,90,8.8,A,4
Semester 5,246BIA73014,CS102,Physics,27,38,65,6.2,B,4
Semester 5,246BIA73014,CS103,Chemistry,32,35,67,6.0,B,4
Semester 5,246BIA73014,CS201,Data Structures,49,36,85,7.9,B+,4
Semester 5,246BIA73014,CS202,Operating Systems,50,41,91,8.1,A,4
Semester 5,246BIA73014,CS203,Database Systems,34,34,68,6.2,B,4
Semester 5,246BIA73014,CS301,Machine Learning,45,33,78,8.4,A,4
Semester 5,246BIA73014,CS302,Computer Networks,37,46,83,8.8,A,4
Semester 5,246BIA73014,CS303,Software Engineering,46,50,96,9.2,A+,4
Semester 5,246BIA73014,CS304,Artificial Intelligence,48,48,96,9.7,A+,4
Semester 5,246BIA73015,CS101,Mathematics,43,45,88,8.8,A,4
Semester 5,246BIA73015,CS102,Physics,38,40,78,8.3,A,4
Semester 5,246BIA73015,CS103,Chemistry,25,28,53,4.8,C,4
Semester 5,246BIA73015,CS201,Data Structures,35,38,73,6.7,B,4
Semester 5,246BIA73015,CS202,Operating Systems,46,28,74,7.2,B+,4
Semester 5,246BIA73015,CS203,Database Systems,34,41,75,7.3,B+,4
Semester 5,246BIA73015,CS301,Machine Learning,30,42,72,7.6,B+,4
Semester 5,246BIA73015,CS302,Computer Networks,39,30,69,6.3,B,4
Semester 5,246BIA73015,CS303,Software Engineering,27,37,64,6.4,B,4
Semester 5,246BIA73015,CS304,Artificial Intelligence,41,42,83,8.8,A,4
Semester 5,246BIA73016,CS101,Mathematics,34,45,79,8.1,A,4
Semester 5,246BIA73016,CS102,Physics,32,30,62,6.4,B,4
Semester 5,246BIA73016,CS103,Chemistry,44,35,79,8.6,A,4
Semester 5,246BIA73016,CS201,Data Structures,33,49,82,7.3,B+,4
Semester 5,246BIA73016,CS202,Operating Systems,31,30,61,6.4,B,4
Semester 5,246BIA73016,CS203,Database Systems,47,37,84,7.8,B+,4
Semester 5,246BIA73016,CS301,Machine Learning,27,35,62,5.8,C+,4
Semester 5,246BIA73016,CS302,Computer Networks,35,36,71,8.1,A,4
Semester 5,246BIA73016,CS303,Software Engineering,46,40,86,8.0,A,4
Semester 5,246BIA73016,CS304,Artificial Intelligence,39,44,83,8.3,A,4
Semester 5,246BIA73017,CS101,Mathematics,44,45,89,8.7,A,4
Semester 5,246BIA73017,CS102,Physics,36,49,85,9.3,A+,4
Semester 5,246BIA73017,CS103,Chemistry,35,35,70,7.5,B+,4
Semester 5,246BIA73017,CS201,Data Structures,31,28,59,6.7,B,4
Semester 5,246BIA73017,CS202,Operating Systems,46,33,79,8.3,A,4
Semester 5,246BIA73017,CS203,Database Systems,41,25,66,6.1,B,4
Semester 5,246BIA73017,CS301,Machine Learning,43,47,90,8.6,A,4
Semester 5,246BIA73017,CS302,Computer Networks,44,26,70,6.5,B,4
Semester 5,246BIA73017,CS303,Software Engineering,36,50,86,8.3,A,4
Semester 5,246BIA73017,CS304,Artificial Intelligence,42,50,92,8.4,A,4
Semester 5,246BIA73018,CS101,Mathematics,42,46,88,8.5,A,4
Semester 5,246BIA73018,CS102,Physics,50,37,87,7.7,B+,4
Semester 5,246BIA73018,CS103,Chemistry,48,45,93,8.7,A,4
Semester 5,246BIA73018,CS201,Data Structures,50,35,85,8.8,A,4
Semester 5,246BIA73018,CS202,Operating Systems,39,31,70,7.6,B+,4
Semester 5,246BIA73018,CS203,Database Systems,43,27,70,7.8,B+,4
Semester 5,246BIA73018,CS301,Machine Learning,42,47,89,9.7,A+,4
Semester 5,246BIA73018,CS302,Computer Networks,40,27,67,5.9,C+,4
Semester 5,246BIA73018,CS303,Software Engineering,41,29,70,6.4,B,4
Semester 5,246BIA73018,CS304,Artificial Intelligence,30,42,72,6.4,B,4
Semester 5,246BIA73019,CS101,Mathematics,43,48,91,8.3,A,4
Semester 5,246BIA73019,CS102,Physics,39,27,66,6.3,B,4
Semester 5,246BIA73019,CS103,Chemistry,50,27,77,6.8,B,4
Semester 5,246BIA73019,CS201,Data Structures,37,37,74,8.1,A,4
Semester 5,246BIA73019,CS202,Operating Systems,38,32,70,7.9,B+,4
Semester 5,246BIA73019,CS203,Database Systems,40,29,69,7.6,B+,4
Semester 5,246BIA73019,CS301,Machine Learning,46,40,86,9.5,A+,4
Semester 5,246BIA73019,CS302,Computer Networks,29,50,79,8.1,A,4
Semester 5,246BIA73019,CS303,Software Engineering,28,39,67,7.6,B+,4
Semester 5,246BIA73019,CS304,Artificial Intelligence,46,29,75,6.6,B,4
Semester 5,246BIA73020,CS101,Mathematics,43,30,73,7.6,B+,4
Semester 5,246BIA73020,CS102,Physics,38,33,71,7.9,B+,4
Semester 5,246BIA73020,CS103,Chemistry,46,34,80,7.0,B+,4
Semester 5,246BIA73020,CS201,Data Structures,37,37,74,8.2,A,4
Semester 5,246BIA73020,CS202,Operating Systems,30,47,77,8.4,A,4
Semester 5,246BIA73020,CS203,Database Systems,45,28,73,6.4,B,4
Semester 5,246BIA73020,CS301,Machine Learning,41,29,70,7.4,B+,4
Semester 5,246BIA73020,CS302,Computer Networks,45,33,78,8.8,A,4
Semester 5,246BIA73020,CS303,Software Engineering,32,25,57,6.6,B,4
Semester 5,246BIA73020,CS304,Artificial Intelligence,41,40,81,8.3,A,4
Semester 5,246BIA73021,CS101,Mathematics,50,40,90,8.6,A,4
Semester 5,246BIA73021,CS102,Physics,33,30,63,6.4,B,4
Semester 5,246BIA73021,CS103,Chemistry,35,29,64,6.4,B,4
Semester 5,246BIA73021,CS201,Data Structures,27,42,69,7.3,B+,4
Semester 5,246BIA73021,CS202,Operating Systems,33,27,60,6.2,B,4
Semester 5,246BIA73021,CS203,Database Systems,30,47,77,8.1,A,4
Semester 5,246BIA73021,CS301,Machine Learning,35,36,71,6.2,B,4
Semester 5,246BIA73021,CS302,Computer Networks,25,27,52,4.4,C,4
Semester 5,246BIA73021,CS303,Software Engineering,28,25,53,5.3,C+,4
Semester 5,246BIA73021,CS304,Artificial Intelligence,49,28,77,7.3,B+,4
Semester 5,246BIA73022,CS101,Mathematics,28,42,70,7.9,B+,4
Semester 5,246BIA73022,CS102,Physics,28,34,62,5.3,C+,4
Semester 5,246BIA73022,CS103,Chemistry,32,28,60,5.5,C+,4
Semester 5,246BIA73022,CS201,Data Structures,45,34,79,8.3,A,4
Semester 5,246BIA73022,CS202,Operating Systems,34,40,74,7.2,B+,4
Semester 5,246BIA73022,CS203,Database Systems,36,50,86,9.3,A+,4
Semester 5,246BIA73022,CS301,Machine Learning,47,25,72,7.9,B+,4
Semester 5,246BIA73022,CS302,Computer Networks,39,32,71,6.7,B,4
Semester 5,246BIA73022,CS303,Software Engineering,26,26,52,5.2,C+,4
Semester 5,246BIA73022,CS304,Artificial Intelligence,37,35,72,6.3,B,4
Semester 5,246BIA73023,CS101,Mathematics,47,45,92,10.0,A+,4
Semester 5,246BIA73023,CS102,Physics,41,32,73,7.9,B+,4
Semester 5,246BIA73023,CS103,Chemistry,30,46,76,7.2,B+,4
Semester 5,246BIA73023,CS201,Data Structures,27,50,77,6.8,B,4
Semester 5,246BIA73023,CS202,Operating Systems,27,39,66,6.9,B,4
